title,vendor,inventory_policy,inventory_available,created_at,meta,objectID,curators_product,soldout,maxdeltime,mindeltime,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,ConversionRate
Shell-Shaped Fruit Bowl,Les Objets Amsterdam,deny,False,2024-05-23T14:29:53.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45520643817737,False,true,2,1,11,0,0,0,0.0
5x Shell Dessert Plates,Les Objets Amsterdam,deny,False,2024-05-23T14:29:52.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45520643752201,False,true,2,1,5,0,0,0,0.0
Iron Swirl Fruit Bowl,Les Objets Amsterdam,deny,False,2024-05-23T14:01:03.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45520469491977,False,true,2,1,3,0,0,0,0.0
Marfa Muse,Maison Plage,deny,False,2024-04-26T12:22:18.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45402905084169,False,true,2,1,10,0,0,0,0.0
Double Shell-Shaped Serving tray,Les Objoies,deny,False,2024-03-01T11:39:15.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45119076499721,False,true,2,1,24,1,0,200,0.041666666666666664
Indian Red - Oil on canvas,Roi Elmaliah,deny,False,2024-07-04T08:29:19.000Z,{'custom': {'soldout': 'true'}},48100356325641,False,true,-1,-1,29,0,0,0,0.0
Warm White - Oil on canvas,Roi Elmaliah,deny,False,2024-07-04T08:29:12.000Z,{'custom': {'soldout': 'true'}},48100355899657,False,true,-1,-1,56,0,0,0,0.0
Prussian Blue - Two Tone - Oil on canvas,Roi Elmaliah,deny,False,2024-07-04T08:29:10.000Z,{'custom': {'soldout': 'true'}},48100355768585,False,true,-1,-1,11,0,0,0,0.0
Indian Red - Oil on canvas,Roi Elmaliah,deny,False,2024-07-04T08:29:09.000Z,{'custom': {'soldout': 'true'}},48100355342601,False,true,-1,-1,29,0,0,0,0.0
Prussian Blue,Roi Elmaliah,deny,False,2024-07-04T08:29:06.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'true'}}",48100355178761,False,true,-1,-1,11,0,0,0,0.0
French XVIII Century Painters,Maison Plage,deny,False,2024-04-12T08:20:17.000Z,{'custom': {'soldout': 'true'}},45328502259977,False,true,-1,-1,3,0,0,0,0.0
Aram Serving Utensils,Collection apart,deny,False,2024-04-11T10:39:10.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45322305634569,False,true,2,1,18,0,0,0,0.0
"Still Life, Martha Dominius 1947",Collection apart,deny,False,2024-04-11T08:25:06.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45321503211785,False,true,2,1,1,0,0,0,0.0
Black Crochet Lamp,Los Objetos Decorativos,deny,False,2024-03-18T11:50:32.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '3'}}",45191394066697,False,true,4,3,44,1,1,400,0.022727272727272728
Sculpture Bertil Lundgren 1971,Collection apart,deny,False,2024-04-10T10:20:22.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45312617120009,False,true,2,1,4,0,0,0,0.0
Lino Sabattini Vide Poche 1970s,Collection apart,deny,False,2024-04-10T10:20:15.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45312615153929,False,true,2,1,4,0,0,0,0.0
Twisted Birch Table Lamp 1960s,Collection apart,deny,False,2024-04-10T10:20:09.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45312614400265,False,true,2,1,3,0,0,0,0.0
Sleek Candelabra,Les Objets Amsterdam,deny,False,2024-05-13T10:36:19.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479751123209,False,true,2,1,2,0,0,0,0.0
Brutalist Cylinder Vase,Les Objets Amsterdam,deny,False,2024-05-13T10:36:14.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479750533385,False,true,2,1,6,0,0,0,0.0
Wavy magazine rack,Les Objets Amsterdam,deny,False,2024-05-13T10:00:12.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479653540105,False,true,2,1,8,0,0,0,0.0
Two-piece Candelabra,Les Objets Amsterdam,deny,False,2024-05-13T10:00:09.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479653441801,False,true,2,1,6,0,0,0,0.0
Abstract vase XL,Les Objets Amsterdam,deny,False,2024-05-13T10:00:07.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479653409033,False,true,2,1,4,0,0,0,0.0
Curly Candleholder,Les Objets Amsterdam,deny,False,2024-05-13T10:00:07.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479653343497,False,true,2,1,22,0,0,0,0.0
Curly Minimalistic Lamp,Les Objets Amsterdam,deny,False,2024-05-13T10:00:04.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479653245193,False,true,2,1,8,0,0,0,0.0
Tapio Wirkkala Silver Vase,Médecine,deny,False,2024-04-19T13:32:33.000Z,{'custom': {'soldout': 'true'}},45369016189193,False,true,-1,-1,4,0,0,0,0.0
1950s yellow Murano Bullicante ashtray,Dodo Vintage,deny,False,2024-05-06T08:47:09.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446528925961,False,true,2,1,3,0,0,0,0.0
Mid Century silver plated italian bowl,Dodo Vintage,deny,False,2024-05-06T07:57:51.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446478725385,False,true,2,1,1,0,0,0,0.0
Shell Shaped Silver Plated Dutter Dish,Dodo Vintage,deny,False,2024-05-06T07:57:41.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446478659849,False,true,2,1,7,0,0,0,0.0
6 swiss made stainless steel espresso cups,Dodo Vintage,deny,False,2024-05-06T07:57:35.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446478561545,False,true,2,1,1,0,0,0,0.0
Shell shaped butter dish,Dodo Vintage,deny,False,2024-05-06T07:57:34.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446478528777,False,true,2,1,38,0,0,0,0.0
1970s Italian onyx jewellery box,Dodo Vintage,deny,False,2024-05-06T07:57:27.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446478463241,False,true,2,1,3,0,0,0,0.0
Vintage Pierre Forsell Sconce,Out For Lunch,deny,False,2024-05-03T12:37:31.000Z,{'custom': {'soldout': 'true'}},45433697108233,False,true,-1,-1,17,0,0,0,0.0
Set of Three Boxes,Out For Lunch,deny,False,2024-05-03T12:37:29.000Z,{'custom': {'soldout': 'true'}},45433697009929,False,true,-1,-1,7,0,0,0,0.0
Vintage Wine-cooler,Out For Lunch,deny,False,2024-05-03T12:37:29.000Z,{'custom': {'soldout': 'true'}},45433696977161,False,true,-1,-1,13,0,0,0,0.0
Stainless Tray,Out For Lunch,deny,False,2024-05-03T12:37:29.000Z,{'custom': {'soldout': 'true'}},45433696813321,False,true,-1,-1,2,0,0,0,0.0
Glass Pitcher,Out For Lunch,deny,False,2024-05-03T08:42:39.000Z,{'custom': {'soldout': 'true'}},45432919261449,False,true,-1,-1,3,0,0,0,0.0
Art Deco Tray-set,Out For Lunch,deny,False,2024-05-03T08:42:23.000Z,{'custom': {'soldout': 'true'}},45432918507785,False,true,-1,-1,1,0,0,0,0.0
1920's Swedish Grace Lamp,Out For Lunch,deny,False,2024-05-03T08:42:10.000Z,{'custom': {'soldout': 'true'}},45432914772233,False,true,-1,-1,8,0,0,0,0.0
Art Deco Swedish Grace Tea-set,Out For Lunch,deny,False,2024-05-03T08:41:45.000Z,{'custom': {'soldout': 'true'}},45432914247945,False,true,-1,-1,6,0,0,0,0.0
1960's Wooden Lamp,Out For Lunch,deny,False,2024-05-03T08:41:43.000Z,{'custom': {'soldout': 'true'}},45432914149641,False,true,-1,-1,2,0,0,0,0.0
Murano Desk Lamp,Out For Lunch,deny,False,2024-05-03T08:41:39.000Z,{'custom': {'soldout': 'true'}},45432914051337,False,true,-1,-1,10,0,0,0,0.0
Twisted Wooden Lamp,Out For Lunch,deny,False,2024-05-03T08:41:32.000Z,{'custom': {'soldout': 'true'}},45432913494281,False,true,-1,-1,5,0,0,0,0.0
Börge Lindau Lamp,Out For Lunch,deny,False,2024-05-03T08:41:29.000Z,{'custom': {'soldout': 'true'}},45432913395977,False,true,-1,-1,11,0,0,0,0.0
Set of 3 Nesting Shell Boxes,Les Objoies,deny,False,2024-05-24T11:15:17.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45524597539081,False,true,2,1,14,0,0,0,0.0
Set of 6 Small Shell Dishes,Les Objoies,deny,False,2024-05-24T11:15:06.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45524597080329,False,true,2,1,3,0,0,0,0.0
"(a-tent), 2024 Framed Hand Loomed Tapestry",Bec Kirby,deny,False,2024-07-01T08:29:55.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",48082873975049,False,true,2,1,11,0,0,0,0.0
Mother of Pearl Knives,Boga Avante Shop,deny,False,2024-05-16T08:11:56.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}}",45493881962761,False,true,2,-1,7,0,0,0,0.0
Double Shell-Shaped Serving tray,Les Objoies,deny,False,2024-02-15T11:20:34.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45057388216585,False,true,2,1,24,1,0,200,0.041666666666666664
Large Foz Lamp,Project 213A,deny,False,2024-06-04T10:21:13.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '16'}, 'mindeliverytime': {'mindeltime': '12'}}",45606698844425,False,true,16,12,12,0,0,0,0.0
Swirl Decorative Dish,Manushi,deny,False,2024-05-28T08:19:30.000Z,{'custom': {'soldout': 'true'}},45546740908297,False,true,-1,-1,6,0,0,0,0.0
Art Deco Decorative Dish,Manushi,deny,False,2024-05-27T16:27:06.000Z,{'custom': {'soldout': 'true'}},45541232378121,False,true,-1,-1,1,0,0,0,0.0
Set of 6 Ice Cream Coupes,Manushi,deny,False,2024-05-27T16:26:59.000Z,{'custom': {'soldout': 'true'}},45541229756681,False,true,-1,-1,6,0,0,0,0.0
Elaiónas - Painting,Natasha France,deny,False,2024-06-19T10:18:29.000Z,{'custom': {'soldout': 'true'}},48027022721289,False,true,-1,-1,13,0,0,0,0.0
Agapitós - Painting,Natasha France,deny,False,2024-06-19T09:38:25.000Z,{'custom': {'soldout': 'true'}},48026776502537,False,true,-1,-1,25,0,0,0,0.0
Marble Chess Board,Boga Avante Shop,deny,False,2024-04-23T10:48:30.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45383102529801,False,true,2,1,0,0,0,0,0.0
Delicate Female Upper Body,Les Objets Amsterdam,deny,False,2024-05-02T08:05:59.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45428506296585,False,true,2,1,13,0,0,0,0.0
Defined torso sculpture XL,Les Objets Amsterdam,deny,False,2024-05-02T08:05:55.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45428506165513,False,true,2,1,3,0,0,0,0.0
Women Torso Sculpture,Les Objets Amsterdam,deny,False,2024-05-02T08:05:48.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45428505903369,False,true,2,1,3,0,0,0,0.0
Assymetric torso XL,Les Objets Amsterdam,deny,False,2024-05-02T08:05:27.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45428505346313,False,true,2,1,5,0,0,0,0.0
Marbled torso sculpture,Les Objets Amsterdam,deny,False,2024-05-02T08:05:23.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45428505248009,False,true,2,1,10,0,0,0,0.0
Vintage Coffee Set,Les Objoies,deny,False,2024-05-13T09:26:31.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479581483273,False,true,2,1,4,0,0,0,0.0
Small Shell Box,Les Objoies,deny,False,2024-05-13T09:26:24.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479581319433,False,true,2,1,6,0,0,0,0.0
Medium Steel Tray,Les Objoies,deny,False,2024-05-13T09:26:20.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45479581188361,False,true,2,1,5,0,0,0,0.0
Silver Fluted Vase,Médecine,deny,False,2024-04-04T13:02:18.000Z,{'custom': {'soldout': 'true'}},45268472758537,False,true,-1,-1,11,0,0,0,0.0
Jean Cocteau: Poete Graphique,Maison Plage,deny,False,2024-03-22T09:07:15.000Z,{'custom': {'soldout': 'true'}},45210268860681,False,true,-1,-1,4,0,0,0,0.0
Jean Cocteau Exhibition Catalogue organized by National Book League,Maison Plage,deny,False,2024-03-22T09:07:15.000Z,{'custom': {'soldout': 'true'}},45210268827913,False,true,-1,-1,1,0,0,0,0.0
Brutalist Candleholder,Out For Lunch,deny,False,2024-04-04T14:32:30.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45269411070217,False,true,1,1,30,0,3,0,0.0
Thru and Thru #1,Rebecca von Matérn,deny,False,2024-03-25T10:12:15.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45220738924809,False,true,2,1,3,0,0,0,0.0
Thru and Thru #2,Rebecca von Matérn,deny,False,2024-03-25T10:12:01.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45220738695433,False,true,2,1,2,0,0,0,0.0
Swan Toast Rack,Les Objoies,deny,False,2024-04-29T08:25:49.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45415449166089,False,true,2,1,13,0,2,0,0.0
Silver Shell Dish,Manushi,deny,False,2024-05-16T11:57:56.000Z,{'custom': {'soldout': 'true'}},45494557573385,False,true,-1,-1,7,0,0,0,0.0
Heavy Silver Bucket,Manushi,deny,False,2024-05-16T11:57:29.000Z,{'custom': {'soldout': 'true'}},45494555509001,False,true,-1,-1,1,0,0,0,0.0
Triple Shell Silver Serving Dish,Manushi,deny,False,2024-05-16T11:57:16.000Z,{'custom': {'soldout': 'true'}},45494554558729,False,true,-1,-1,21,0,0,0,0.0
"Composition Rune Jansson, Sweden, 1951",Collection apart,deny,False,2024-03-21T10:15:56.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45205243396361,False,true,2,1,8,0,0,0,0.0
"Gråvader Arne Olsson, Swedish",Collection apart,deny,False,2024-03-21T10:15:54.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45205243265289,False,true,2,1,7,0,0,0,0.0
Vintage Abstract Stone Female Sculpture,Casita Amada,deny,False,2024-06-19T08:46:31.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '2'}}",48026556498185,False,true,4,2,7,0,0,0,0.0
Large Sugar Bowl,Les Objoies,deny,False,2024-05-06T09:29:19.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446618808585,False,true,2,1,0,0,0,0,0.0
Conic Pepper and Salt Set,Les Objoies,deny,False,2024-05-06T09:28:52.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446618349833,False,true,2,1,4,0,0,0,0.0
70's Plexiglass Ashtray,Les Objoies,deny,False,2024-05-06T09:28:37.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446618120457,False,true,2,1,3,0,0,0,0.0
Set of 4 Spirale Egg Cups,Les Objoies,deny,False,2024-05-06T09:28:31.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45446618022153,False,true,2,1,3,0,0,0,0.0
Veiled Dusk - mixed media on canvas,Mattias Storm,deny,False,2024-05-31T13:27:35.000Z,{'custom': {'soldout': 'true'}},45574671761673,False,true,-1,-1,22,0,2,0,0.0
Chrome Table Lamp,Out For Lunch,deny,False,2024-03-08T15:49:48.000Z,{'custom': {'soldout': 'true'}},45151947129097,False,true,-1,-1,84,0,9,0,0.0
Large Bohemian Bowl in two tone technique,Dodo Vintage,deny,False,2024-04-15T08:42:23.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45348115841289,False,true,2,1,2,0,0,0,0.0
Bohemian Cranberry Red bowl by Josef Hospodka,Dodo Vintage,deny,False,2024-04-15T08:41:49.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45348114006281,False,true,2,1,3,0,0,0,0.0
Toast Rack,Boga Avante Shop,deny,False,2024-03-26T09:15:05.000Z,{'custom': {'soldout': 'true'}},45226065461513,False,true,-1,-1,20,0,2,0,0.0
Trio of Chrome Plated Candleholders,Maud Vaughan,deny,False,2024-05-16T11:57:08.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45494554067209,False,true,2,1,8,0,1,0,0.0
Set of 6 Espresso Cups,Les Objoies,deny,False,2024-05-02T10:06:38.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45428842692873,False,true,2,1,8,0,0,0,0.0
Set of 4 Ice Cream Cups,Les Objoies,deny,False,2024-05-02T10:06:35.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45428842529033,False,true,2,1,4,0,0,0,0.0
"Way of thinking - Acrylic, oil pastel, charchoal on canvas",Dovile Bernotaite,deny,False,2024-06-24T08:21:12.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '1'}}",48048537927945,False,true,4,1,2,0,0,0,0.0
"Untitled - Acrylic, oil pastel, charcoal on canvas",Dovile Bernotaite,deny,False,2024-06-24T08:21:04.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '4'}, 'mindeliverytime': {'mindeltime': '1'}}",48048537829641,False,true,4,1,4,0,0,0,0.0
Cowhide Pouf,Collect Cph,deny,False,2024-04-08T12:03:30.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45294113620233,False,true,1,1,17,0,0,0,0.0
Shell Box,Boga Avante Shop,deny,False,2024-03-26T09:14:58.000Z,{'custom': {'soldout': 'true'}},45226065166601,False,true,-1,-1,23,0,1,0,0.0
Modernist Table Lamp,LA NOUVELLE GALERIE,deny,False,2024-06-05T15:07:42.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '2'}, 'mindeliverytime': {'mindeltime': '1'}}",45616635904265,False,true,2,1,8,0,1,0,0.0
Crimson Horizons - Mixed media on canvas,Mattias Storm,deny,False,2024-05-31T13:27:36.000Z,"{'custom': {'curators_product': 'true', 'soldout': 'true'}}",45574671794441,False,true,-1,-1,24,0,0,0,0.0
Terra Incognita (Diptych) - Mixed media on canvas,Mattias Storm,deny,False,2024-05-31T12:54:59.000Z,{'custom': {'soldout': 'true'}},45574144852233,False,true,-1,-1,17,0,0,0,0.0
Solar Mirage - Mixed media on canvas,Mattias Storm,deny,False,2024-05-31T12:54:57.000Z,{'custom': {'soldout': 'true'}},45574144688393,False,true,-1,-1,20,0,0,0,0.0
Vintage Steel Tray,Out For Lunch,deny,False,2024-04-05T08:05:58.000Z,{'custom': {'soldout': 'true'}},45272292458761,False,true,-1,-1,5,0,0,0,0.0
Vintage Chrome Candleholder,Out For Lunch,deny,False,2024-04-05T08:05:42.000Z,{'custom': {'soldout': 'true'}},45272291705097,False,true,-1,-1,4,0,0,0,0.0
Vintage Stoneware Lamps,Out For Lunch,deny,False,2024-04-05T08:05:41.000Z,{'custom': {'soldout': 'true'}},45272291639561,False,true,-1,-1,6,0,0,0,0.0
Marble Cups Set,Out For Lunch,deny,False,2024-04-05T08:05:39.000Z,{'custom': {'soldout': 'true'}},45272291508489,False,true,-1,-1,4,0,0,0,0.0
Art Deco Cutlery,Out For Lunch,deny,False,2024-04-05T08:05:38.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45272291475721,False,true,1,1,31,0,0,0,0.0
Chrome Bowl,Out For Lunch,deny,False,2024-04-05T08:05:24.000Z,{'custom': {'soldout': 'true'}},45272290951433,False,true,-1,-1,9,0,0,0,0.0
Avant Garde Glass Ashtray,Out For Lunch,deny,False,2024-04-05T08:05:22.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45272290885897,False,true,1,1,3,0,0,0,0.0
Vintage Wooden Bowl,Out For Lunch,deny,False,2024-04-05T08:05:07.000Z,{'custom': {'soldout': 'true'}},45272290066697,False,true,-1,-1,3,0,0,0,0.0
Wooden Coasters,Out For Lunch,deny,False,2024-04-05T08:05:01.000Z,{'custom': {'soldout': 'true'}},45272289706249,False,true,-1,-1,7,0,0,0,0.0
Wooden Candleholder,Out For Lunch,deny,False,2024-03-19T09:32:54.000Z,{'custom': {'soldout': 'true'}},45194801381641,False,true,-1,-1,36,0,4,0,0.0
Sculptural Vase,Out For Lunch,deny,False,2024-04-04T14:32:55.000Z,{'custom': {'soldout': 'true'}},45269412249865,False,true,-1,-1,7,0,0,0,0.0
Vintage Rörstrand Pitcher,Out For Lunch,deny,False,2024-04-04T14:32:47.000Z,{'custom': {'soldout': 'true'}},45269411856649,False,true,-1,-1,2,0,0,0,0.0
Stoneware Pitcher,Out For Lunch,deny,False,2024-04-04T14:32:45.000Z,{'custom': {'soldout': 'true'}},45269411758345,False,true,-1,-1,0,0,0,0,0.0
Ceramic Teapot,Out For Lunch,deny,False,2024-04-04T14:32:41.000Z,{'custom': {'soldout': 'true'}},45269411528969,False,true,-1,-1,3,0,0,0,0.0
1930's Höganäs Vase,Out For Lunch,deny,False,2024-04-04T14:32:09.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45269409825033,False,true,1,1,4,0,0,0,0.0
1930's Höganäs Vase,Out For Lunch,deny,False,2024-04-04T14:31:55.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45269408678153,False,true,1,1,4,0,0,0,0.0
Vintage Murano Lamp,Out For Lunch,deny,False,2024-04-04T14:31:52.000Z,{'custom': {'soldout': 'true'}},45269408579849,False,true,-1,-1,9,0,0,0,0.0
Mexican Abalone Tray,Boga Avante Shop,deny,False,2024-03-26T09:15:00.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45226065264905,False,true,1,1,6,0,0,0,0.0
Salad Servers,Boga Avante Shop,deny,False,2024-03-26T09:14:56.000Z,{'custom': {'soldout': 'true'}},45226065035529,False,true,-1,-1,9,0,0,0,0.0
Crystal Ice Bucket,Boga Avante Shop,deny,False,2024-03-26T09:14:43.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45226061791497,False,true,1,1,2,0,0,0,0.0
Brass Shell Box,Boga Avante Shop,deny,False,2024-03-26T09:14:42.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45226061693193,False,true,1,1,5,0,0,0,0.0
Crystal Espresso Cups,Boga Avante Shop,deny,False,2024-03-26T09:14:31.000Z,{'custom': {'soldout': 'true'}},45226060873993,False,true,-1,-1,2,0,0,0,0.0
Art Deco Salt and Pepper,Boga Avante Shop,deny,False,2024-03-26T09:14:29.000Z,"{'custom': {'soldout': 'true'}, 'maxdeliverytime': {'maxdeltime': '1'}, 'mindeliverytime': {'mindeltime': '1'}}",45226060808457,False,true,1,1,2,0,0,0,0.0
